1.0 0.09291912746737668
2.0 0.11767379480824913
3.0 0.12817307128898495
4.0 0.13868319887751515
5.0 0.14796525291096857
6.0 0.1563348460605458
7.0 0.16388213664629928
8.0 0.1707223403017642
9.0 0.17697369459047682
10.0 0.182734541633013
11.0 0.18808251180949095
12.0 0.19307889098663567
13.0 0.19777264211735854
14.0 0.20220338117929962
15.0 0.20640353629560892
16.0 0.21039993881153932
17.0 0.21421501373593135
18.0 0.2178676806350578
19.0 0.22137404211795725
20.0 0.22474791450743936
21.0 0.22800123906557698
22.0 0.23114440072155049
23.0 0.23418647418632402
24.0 0.2371354139156743
25.0 0.23999820325974697
26.0 0.2427809776813355
27.0 0.24548913579227255
28.0 0.24812744948720872
29.0 0.2507001807298863
30.0 0.25321120816543313
31.0 0.25566416247777635
32.0 0.25806256596648375
33.0 0.2604099696008566
34.0 0.2627100799390545
35.0 0.2649668686425858
36.0 0.267184658581259
37.0 0.2693681823594669
38.0 0.2715226111625941
39.0 0.273653553846704
40.0 0.27576702797833186
41.0 0.277869405960058
42.0 0.27996734040316623
43.0 0.28206767353661943
44.0 0.284177335707439
45.0 0.2863032379880738
46.0 0.2884521636233872
47.0 0.29063066258480297
48.0 0.29284495290982787
49.0 0.29510083183998614
50.0 0.297403599072706
51.0 0.2997579937457091
52.0 0.3021681461060909
53.0 0.30463754420058303
54.0 0.30716901537602026
55.0 0.3097647219102666
56.0 0.3124261697120076
57.0 0.3151542287333691
58.0 0.31794916353327257
59.0 0.3208106723057641
60.0 0.323737932639233
61.0 0.3267296522905703
62.0 0.32978412333178175
63.0 0.3328992781439141
64.0 0.3360727458826065
65.0 0.3393019082108999
66.0 0.3425839532776403
67.0 0.3459159271045929
68.0 0.3492947817264094
69.0 0.3527174195980539
70.0 0.3561807339402846
71.0 0.3596816448331352
72.0 0.36321713098753783
73.0 0.3667842572274344
74.0 0.3703801977969678
75.0 0.37400225567363415
76.0 0.37764787811710654
77.0 0.38131466871892755
78.0 0.38500039624056803
79.0 0.38870300053963225
80.0 0.3924205958873898
81.0 0.3961514719763717
82.0 0.3998940929086569
83.0 0.40364709444080327
84.0 0.4074092797461192
85.0 0.4111796139360576
86.0 0.4149572175630731
87.0 0.41874135930818174
88.0 0.4225314480353601
89.0 0.42632702437729186
90.0 0.430127751996721
91.0 0.43393340865165825
92.0 0.43774387717546626
93.0 0.4415591364676881
94.0 0.4453792525781481
95.0 0.44920436995352453
96.0 0.4530347029046699
97.0 0.45687052734214806
98.0 0.4607121728188218
99.0 0.4645600149098155
100.0 0.4684144679529443
