10 0.6153820697041605
12 0.07490532687901388
14 0.005618430085869742
16 0.000282810523431936
18 1.0163584683364542e-05
20 2.7309836124588124e-07
22 5.684807145501326e-09
24 9.42743889638446e-11
26 1.4331857022914222e-12
28 1.1687050770828848e-12
30 7.44069447110688e-12
32 3.129746061608551e-12
34 7.125790521232698e-12
36 1.7631757845248138e-11
38 6.589167846709062e-12
40 1.5187800727802133e-11
10 3.3330122656196894
12 3.6622990894437355
14 3.9895454790383407
16 4.310956328994943
18 4.6255288228981195
20 4.933136229556974
22 5.234006560617536
24 5.52849863225446
26 5.817009135927336
28 6.09993166300106
30 6.377639018376546
32 6.6504764345261265
34 6.918759987902964
36 7.18277746123379
38 7.442790291122923
40 7.699035909812805
10 0.6153820697041605
12 0.07490532687901388
14 0.005618430085869742
16 0.000282810523431936
18 1.0163584683364542e-05
20 2.7309836124588124e-07
22 5.684807145501326e-09
24 9.42743889638446e-11
26 1.4331857022914222e-12
28 1.1687050770828848e-12
30 7.44069447110688e-12
32 3.129746061608551e-12
34 7.125790521232698e-12
36 1.7631757845248138e-11
38 6.589167846709062e-12
40 1.5187800727802133e-11
10 0.6153820697041605
12 0.07490532687901388
14 0.005618430085869742
16 0.000282810523431936
18 1.0163584683364542e-05
20 2.7309836124588124e-07
22 5.684807145501326e-09
24 9.42743889638446e-11
26 1.4331857022914222e-12
28 1.1687050770828848e-12
30 7.44069447110688e-12
32 3.129746061608551e-12
34 7.125790521232698e-12
36 1.7631757845248138e-11
38 6.589167846709062e-12
40 1.5187800727802133e-11
10 0.6153820697041605
12 0.07490532687901388
14 0.005618430085869742
16 0.000282810523431936
18 1.0163584683364542e-05
20 2.7309836124588124e-07
22 5.684807145501326e-09
24 9.42743889638446e-11
26 1.4331857022914222e-12
28 1.1687050770828848e-12
30 7.44069447110688e-12
32 3.129746061608551e-12
34 7.125790521232698e-12
36 1.7631757845248138e-11
38 6.589167846709062e-12
40 1.5187800727802133e-11
25 9.343108451615252e-11
29 5.420931418690374
29 5.420931418690374
39 6.650013646045184
29 5.420931418690374
29 5.420931418690374
29 5.420931418690374
29 5.420931418690374
26 5.049394540379002
46 7.4804471656880285
66 9.607463206734943
25 9.343108451615252e-11
26 5.049394540379002
30 5.571395789274806
30 5.571395789274806
37 3.489056161270278e-10
39 1.5783375620299261e-10
30 1.2230891573742522e-10
30 1.2230891573742522e-10
30 7.44069447110688e-12
30 7.44069447110688e-12
30 1.2230891573742522e-10
30 1.2230891573742522e-10
30 1.2230891573742522e-10
30 1.2230891573742522e-10
30 1.2230891573742522e-10
30 1.2230891573742522e-10
30 1.2230891573742522e-10
30 1.2230891573742522e-10
30 1.2230891573742522e-10
30 1.2230891573742522e-10
30 1.2230891573742522e-10
30 1.2230891573742522e-10
30 1.2230891573742522e-10
30 1.2230891573742522e-10
30 1.2230891573742522e-10
30 1.2230891573742522e-10
30 1.2230891573742522e-10
30 1.2230891573742522e-10
30 1.2230891573742522e-10
30 5.571395789274806
40 6.792108869788852
30 1.6645062348635946
